Temp,N,Q,Magetization,MagErr,Specific_Heat,SP_Err,Succeptibility,succepErr
1.35,32,3,1105.2,53.54717546239017,0.5877057613168724,0.3729435524765065,6.637268518518518,4.355976219191254
1.4,32,3,1026.4285714285713,17.019363388761853,0.145162497396918,0.07117909657058798,1.0391137481778427,0.5253459576751066
1.45,32,3,996.3333333333334,17.934696354645467,0.2569588948341921,0.08338217852409077,0.9026281130268201,0.6353906424031532
1.5,32,3,988.0,7.623064417352859,0.15171485260770978,0.06986949059615935,0.19456845238095236,0.12499045130525367
1.55,32,3,1029.6,14.382946005685623,0.021384787981269505,0.017192705958621882,1.0557207661290322,0.40198227990337587
1.6,32,3,1023.45,12.981229790347461,0.453754425048828,0.10038557176199744,1.8564743041992187,0.8458549572691872
1.65,32,3,1017.95,12.179287399156253,0.23810189967860423,0.057032147242889825,1.5846635298295457,0.36253676199847934
1.7,32,3,1033.35,8.048425113921574,0.20511191608996543,0.0524045445074803,0.6716610179227941,0.13618442477537793
1.75,32,3,1013.45,7.302136066640633,0.30601004464285714,0.08182305713823765,0.537080078125,0.19973087485841665
1.8,32,3,1024.9,12.501722872958073,0.307348934220679,0.09979465292262747,1.5305392795138886,0.516099625237831
1.85,32,3,1039.8,10.924723542842322,0.19916168279766247,0.05211861661534951,1.1371727195945944,0.3745046953310774
1.9,32,3,1031.05,6.284340561116089,0.1711358152268006,0.04548658565849115,0.3663895456414474,0.08660927057833735
1.95,32,3,1026.2,10.49247190889747,0.09475417077580539,0.03356033376152994,0.9951722756410256,0.37486844881465065
0.45,32,4,0.7,0.2693996608856784,0.016203703703703703,0.003510053829053182,0.002842881944444444,0.0009219149977175557
0.5,32,4,1.45,0.46169025843831946,0.056357421875000015,0.03289810896197712,0.0075146484375,0.0045212004990780544
0.55,32,4,1432.25,288.11202110221143,0.2596445635330578,0.08279000300044613,2660.3410644531245,473.5395618960407
0.6,32,4,1434.1,219.78721641309116,0.25045437282986116,0.07485339033194158,1419.1583496093751,370.5860169336427
0.65,32,4,1485.2,266.0714356413818,0.25329950998520706,0.07547726622019571,1919.8195012019228,385.3949891839942
0.7,32,4,1337.75,271.24253822536065,0.42677774234693877,0.14448413552954015,1852.6560930524554,394.28004276112205
0.75,32,4,1881.5,269.2222562655214,0.5818532986111111,0.14319213004106401,1703.4833984375,310.209736303806
0.8,32,4,1341.65,277.8831564074339,0.8249511718749998,0.22264362281686312,1701.4206878662108,278.4763218638318
0.85,32,4,1439.7,186.3960888512905,2.0398295577422143,0.7634172069814374,720.4965647977942,205.06061384484633
0.9,32,4,1338.05,232.16362167643095,4.09642650462963,1.13331903293501,1055.657603624132,203.2469215294989
0.95,32,4,1629.0,189.99309197968225,2.9683171745152355,2.3553792403569234,118.74136513157896,70.54037377791599
1,32,4,1560.3684210526317,34.099184535189636,0.17947108725761776,0.05090914092604181,19.363302891274238,8.81774252863385
1.05,32,4,1518.090909090909,28.810225457449775,0.25012415434493357,0.07300920860505947,7.0179678276269195,1.996358102120892
1.1,32,4,1630.1666666666667,39.16673758858827,0.6600316015266299,0.43216546262860134,5.674543284406565,3.2731143581653193
1.15,32,4,1495.25,88.65460444268479,0.03489041824196598,0.03120739177104197,15.017142917798914,13.556837202729277
1.2,32,4,1510.5833333333333,14.121935538759688,0.09360136809172455,0.04780389163971979,1.6364825213396992,1.15338543265656
1.25,32,4,1567.25,23.25403190846697,0.0140625,0.008125,0.950537109375,0.8789370274559106
1.3,32,4,1574.25,20.21756661915579,0.03102319480399408,0.0213204490403414,0.6908710186298077,0.6594680099967506
1.35,32,4,1581.6666666666667,18.88534484726186,0.17453724872563467,0.12911540335342536,1.8346514917695471,0.9227738182668497
1.4,32,4,1638.75,32.452957406751665,0.42425661670918374,0.3999351629276899,1.6529628208705358,1.6716017401859786
1.45,32,4,1542.2727272727273,13.432118901417516,0.14664415886243257,0.07516590212317856,1.1046594471359361,0.4499295822721012
1.5,32,4,1467.0,26.926566806780222,0.01861496913580247,0.013913542291361575,1.966796875,1.0004920359327423
1.55,32,4,1471.0,17.403703309608744,0.12181626398283037,0.10277515371548146,0.4293724798387097,0.2651696621515267
1.6,32,4,1528.85,10.713926784648786,0.15727615356445307,0.05087217379741646,1.2646041870117186,0.24530758118750498
1.65,32,4,1541.15,12.336751167259603,0.18941546143250693,0.05176630022306311,1.6259040601325758,0.613583342500842
1.7,32,4,1525.8,14.213566926164011,0.2403382826016436,0.0875653088225338,2.0947610294117647,0.7563688708246964
1.75,32,4,1521.05,13.070546915714772,0.1041326530612245,0.030793230087070765,1.7207854352678569,0.6494090764428487
1.8,32,4,1524.8,12.680300773279411,0.20338647159529322,0.07158442962284944,1.574576822916667,0.39909289236333884
1.85,32,4,1534.0,10.497856264475454,0.13326547091855367,0.03307998452440424,1.0500422297297296,0.34087791548411217
1.9,32,4,1554.25,15.278735245187066,0.11893503289473685,0.039340682144378705,2.1657008120888155,0.8032488058788617
1.95,32,4,1539.8,8.19485684257867,0.06302391518737673,0.02705882215869985,0.607051282051282,0.134195124759785
0.45,32,5,1.55,0.5976639658424135,0.07372444058641975,0.026049918825048406,0.013991970486111113,0.005085298684063753
0.5,32,5,2.85,0.6873410166214394,0.0484375,0.01592140176862138,0.0166552734375,0.005936503109894059
0.55,32,5,2456.4,297.91580174731916,0.37508877840909083,0.20140540088566664,2844.4718394886363,910.7362195978658
0.6,32,5,2252.8,278.8043287677079,0.3462660047743056,0.11122320241789785,2283.6262369791666,534.7186809210094
0.65,32,5,1845.95,372.12025931964774,0.48148576183431946,0.10253448968984494,3755.177955979568,683.1239613270603
0.7,32,5,2350.5,316.04421742601323,1.114930444834184,0.32964696828344975,2515.213797433036,535.1181049284967
0.75,32,5,2043.25,287.07532648207905,1.6289019097222226,0.479051952454341,1936.9023274739584,485.84422802788623
0.8,32,5,1920.65,287.29697661145536,3.4566345214843746,1.0764383408697549,1818.6510345458983,382.852255300825
0.85,32,5,2889.4,214.3508258514761,5.173294225778547,1.9149395836951155,427.57909007352936,154.06113553202786
0.9,32,5,1930.0,112.57219905465115,0.25144675925925924,0.19315302228455097,44.00173611111111,39.79326996787293
0.95,32,5,1990.5,63.93981545171984,0.20441986957525393,0.10444322928286254,17.510879248903507,6.555073416791715
1,32,5,2121.5,119.972682075731,0.01220703125,0.012337864651479496,31.626220703125,22.130635055062008
1.05,32,5,2093.2,47.16115986699225,0.2951388888888889,0.2839079346008806,6.619568452380952,3.6347711915037846
1.1,32,5,2032.5,27.060023982974865,0.060934271694214864,0.03416010263156379,3.9817116477272725,2.278178714767252
1.15,32,5,2061.2,54.36152131793223,0.21632797731568995,0.18593418872299602,8.03036684782609,3.719796647991193
1.2,32,5,2062.8,28.69756087196262,0.011827256944444446,0.008008954214589935,2.144661458333333,0.9203386080067693
1.25,32,5,1853.0,22.297234507146126,0.20872448979591834,0.1573444528991173,1.9975446428571426,0.9136020948967964
1.3,32,5,2018.4,45.65303932927139,0.18283099112426032,0.07922203658788912,5.0100961538461535,3.1455193482286634
1.35,32,5,2022.625,18.466668815540494,0.030911083247599447,0.004421474473174626,1.5109478985821758,1.0104313329051542
1.4,32,5,2062.4,31.824911625957423,0.019212372448979595,0.012975402049202181,2.2607700892857143,2.1189352277916433
1.45,32,5,2141.6,35.37053858792653,0.14205558858501785,0.06206153016260383,2.6962823275862067,1.8009706872960172
1.5,32,5,2028.8,24.579971521545747,0.01920138888888889,0.01801237926825892,1.2586979166666665,0.5356659417298829
1.55,32,5,2043.25,29.986571068470727,0.029469627991675334,0.026651038308770542,1.274689705141129,1.2430647480263282
1.6,32,5,2032.55,13.189535640632329,0.19494152069091794,0.07075370508475626,1.9165328979492182,0.5989473038530593
1.65,32,5,2023.4,15.230891484140416,0.17677126377410474,0.06897987426948961,2.478243371212121,0.8614752940732846
1.7,32,5,2066.3,15.320961326094567,0.13572106806877163,0.03923898524610911,2.43388671875,0.9161414443956458
1.75,32,5,2043.0,16.425100715612174,0.21223214285714287,0.04540159239833882,2.7174107142857147,0.7937148517932513
1.8,32,5,2015.35,12.686126738857281,0.10518768687307098,0.04211571741281816,1.5760240342881946,0.712560969060542
1.85,32,5,2051.05,14.250523633281588,0.2058777791727538,0.057706178752221796,1.9349385029560808,0.537528220384572
1.9,32,5,2044.35,16.41620626864931,0.12566817434210528,0.03945757526063139,2.500168328536184,1.1774151240576636
1.95,32,5,2058.7,12.227551651519597,0.11303405962360288,0.03516828619281208,1.3515174278846154,0.4668754857476925
0.45,32,6,2.15,0.7564130252844306,0.05829234182098765,0.018195550076770543,0.022412109375,0.010927581844949876
0.5,32,6,6.2,1.3837201452762093,0.178125,0.040559216844935506,0.06750000000000002,0.01729198471143304
0.55,32,6,2713.85,350.942981968293,0.1628680268595041,0.03371872936288635,3947.1868386008528,886.8030745597654
0.6,32,6,2610.9,366.2501975456341,0.32586669921875006,0.10653203831794272,3940.7758626302075,919.7213925391966
0.65,32,6,2558.05,399.7667219697755,0.5603966346153846,0.25648245255576607,4333.882883864182,989.1793271409465
0.7,32,6,3058.3,407.0686242145724,1.1584422831632653,0.39205625039888403,4172.674121093751,858.0294399271564
0.75,32,6,2594.529411764706,487.793798629726,1.693519319492503,0.6762906935463815,4665.544901600346,861.4753126688756
0.8,32,6,1846.4,591.4315894505467,29.4168701171875,29.121280676054734,1366.3723632812498,1025.3912434855317
0.85,32,6,2632.8,122.73467317754995,0.7847102076124569,0.5150681276054089,55.38161764705883,33.48920362533754
0.9,32,6,2569.125,45.4489790190887,0.30826521508487653,0.13114410037474158,13.728146023220486,8.709497055668736
0.95,32,6,2555.1666666666665,22.05523369482469,0.29564385195444753,0.05915233885092883,2.083476105628655,1.4473382605479794
1,32,6,2482.4,38.30404678359716,0.040859374999999996,0.03896558794348265,4.584999999999999,2.689801028242275
1.05,32,6,2558.25,53.46520155931143,0.22919323979591835,0.16892181653732707,5.981852213541666,6.229399681242734
1.1,32,6,2547.5,34.520525295346545,0.34401633522727265,0.3564203564844218,2.38037109375,1.7176691827560722
1.15,32,6,2750.0,27.49545416973504,0.06701175567107752,0.051547244723486214,1.4444633152173914,1.2919860193211374
1.2,32,6,2546.8,40.48209480745778,0.06358506944444445,0.024204543083528398,4.267708333333333,2.1435762432600876
1.25,32,6,2603.0,25.518620652378484,0.07916666666666666,0.03476746563479522,2.119791666666667,1.024177090908436
1.3,32,6,2505.0,64.5174395028197,0.10182959401709403,0.10340844156542,4.169170673076923,4.23381283294486
1.35,32,6,2509.0,47.94672969962505,0.26051713605967075,0.15884257491918732,3.741681134259259,1.8507781384922195
1.4,32,6,2539.0,43.46901834129176,0.22804104551977045,0.06888707894002775,2.9656110491071432,2.6492718655433123
1.45,32,6,2561.75,29.00718301846394,0.09228573684601664,0.057018577213540304,1.2750454606681034,0.3754415276507289
1.5,32,6,2586.0,28.668362352949288,0.05756944444444445,0.022252226283315177,1.7122395833333333,0.7234431041137032
1.55,32,6,2547.0,28.94408402420079,0.055145464793617746,0.05009683493012707,2.199260752688172,0.9807321385755944
1.6,32,6,2591.55,20.107395174915403,0.1842460632324218,0.04946071179726649,4.454191589355469,1.0755997963371782
1.65,32,6,2537.95,20.98838552318415,0.17069128787878787,0.04071372340696147,4.705994022253789,1.3498517679106883
1.7,32,6,2534.45,16.934855629147254,0.1499141706314879,0.052520914892308056,2.9736600988051465,0.8641765170552763
1.75,32,6,2562.35,16.319570869106833,0.0793327487244898,0.02680599260487471,2.682604631696428,1.146418708314545
1.8,32,6,2553.3,17.581484216573113,0.09462709780092592,0.022094768300834046,3.0270236545138887,1.0460351263655114
1.85,32,6,2555.8,16.305021913882328,0.10282011847151204,0.0583749194175636,2.533076435810811,0.5542725423972117
1.9,32,6,2545.35,18.238231890538945,0.09401172416031857,0.02939943946812833,3.085951634457237,0.9915814999377704
1.95,32,6,2572.25,19.384557780161334,0.05417064739480605,0.01552905072569148,3.396678435496795,0.9097854036027945
0.45,32,7,4.45,1.0459657362120613,0.07036072530864197,0.028542119143587227,0.04285481770833334,0.01704330293173073
0.5,32,7,7.5,1.175700415983614,0.115029296875,0.02606088148205335,0.04873046875,0.012952860883517615
0.55,32,7,3325.25,489.56193813882027,0.3435240185950413,0.07278069934139263,7681.213756214489,1620.9999996764068
0.6,32,7,2213.55,338.59859037164057,0.3418714735243056,0.08736375491622728,3368.1877400716144,806.7269536635772
